,date,latitude,longitude,depth,magnitude,magnitude type,place
36345,2004-11-02T13:11:02+0000,49.0177,-129.2062,10.0,5.2,Mw,227 km SW  of Pt. Hardy
36348,2004-11-02T13:58:41+0000,49.3135,-128.954,10.0,4.0,Mw,189 km SW  of Pt. Hardy
36349,2004-11-02T14:03:41+0000,48.9823,-129.2436,10.0,5.2,Mw,231 km SW  of Pt. Hardy
36351,2004-11-02T15:08:29+0000,49.1951,-129.0323,10.0,4.9,Mw,203 km SW  of Pt. Hardy
36357,2004-11-02T17:20:53+0000,50.9618,-130.935,10.0,4.3,Mw,235 km WSW of Bella Bella
36358,2004-11-02T17:23:40+0000,49.341,-128.8699,10.0,5.3,Mw,183 km SW  of Pt. Hardy
36360,2004-11-02T19:23:19+0000,49.3048,-128.9892,10.0,4.6,Mw,West of Vancouver Island
36366,2004-11-03T01:53:16+0000,49.0388,-129.2501,10.0,4.2,Mw,226 km SW  of Pt. Hardy
36370,2004-11-03T07:16:30+0000,49.3528,-128.9788,10.0,4.4,Mw,186 km SW  of Pt. Hardy
36374,2004-11-03T08:24:01+0000,49.449,-128.9664,10.0,4.0,Mw,177 km SW  of Pt. Hardy
36380,2004-11-03T12:30:12+0000,49.4701,-128.9413,10.0,4.3,Mw,174 km SW  of Pt. Hardy
36383,2004-11-03T12:50:17+0000,49.418,-128.9116,10.0,4.2,Mw,178 km SW  of Pt. Hardy
36389,2004-11-03T18:37:57+0000,49.4261,-128.9539,10.0,4.1,Mw,West of Vancouver Island
36394,2004-11-03T23:46:34+0000,49.3829,-128.8535,10.0,4.1,Mw,179 km SW  of Pt. Hardy
36396,2004-11-04T00:03:57+0000,49.4428,-128.9019,10.0,4.7,Mw,175 km SW  of Pt. Hardy
36397,2004-11-04T00:06:03+0000,49.4667,-128.9149,10.0,4.3,Mw,174 km SW  of Pt. Hardy
36408,2004-11-04T11:51:34+0000,62.8998,-143.7228,10.0,4.4,Mw,240 km NE  of Valdez
36410,2004-11-04T17:14:18+0000,49.5069,-128.8386,10.0,4.0,Mw,West of Vancouver Island
36424,2004-11-06T06:55:41+0000,49.3054,-128.9315,10.0,4.2,Mw,West of Vancouver Island
36452,2004-11-10T06:28:19+0000,49.2182,-129.0126,10.0,4.4,Mw,200 km SW  of Pt. Hardy
36489,2004-11-15T17:45:35+0000,50.5053,-130.2656,10.0,4.7,Mw,202 km W   of Pt. Hardy
36490,2004-11-15T17:51:55+0000,50.4202,-130.2112,10.0,5.0,Mw,200 km W   of Pt. Hardy
36491,2004-11-15T17:57:25+0000,50.5148,-130.2476,10.0,4.4,Mw,201 km W   of Pt. Hardy
36553,2004-11-23T23:18:26+0000,49.1903,-129.0098,10.0,4.3,Mw,203 km SW of Pt. Hardy
36574,2004-11-27T22:44:50+0000,49.088,-129.0603,10.0,4.4,Mw,214 km SW  of Pt. Hardy
36577,2004-11-28T08:28:04+0000,49.3087,-128.9277,10.0,4.4,Mw,West of Vancouver Island
36749,2004-12-21T13:43:41+0000,59.8666,-137.3387,1.0,4.0,ML,98 km SSE of Haines Jct.
36754,2004-12-21T21:01:36+0000,63.3506,-145.2214,1.0,4.2,ML,Eastern Alaska.
36792,2004-12-26T05:48:53+0000,48.9781,-129.6571,10.0,4.1,MLSn,West of Vancouver Island
36809,2004-12-28T15:40:44+0000,60.9824,-138.3326,1.0,4.0,ML,St. Elias Mountains
37035,2005-01-25T07:33:51+0000,43.287,-56.3089,18.0,4.7,ML,Laurentian Fan
37072,2005-01-29T19:46:37+0000,63.036,-143.9374,15.0,4.3,ML,246 km NE  of Valdez
37120,2005-02-03T15:36:04+0000,49.9863,-130.1988,10.0,4.2,MLSn,212 km WSW of Pt. Hardy
37147,2005-02-07T06:23:31+0000,51.2351,-131.148,10.0,5.3,Mw,228 km SSE of Sandspit
37186,2005-02-10T13:44:52+0000,55.1287,-53.2115,18.0,4.6,ML,Labrador Sea.
37194,2005-02-11T21:00:23+0000,60.1146,-139.4014,1.0,5.6,Mw,91 km NE of Yakutat
37197,2005-02-11T21:29:35+0000,60.1152,-139.2796,1.0,5.1,Mw,92 km NNE of Yakutat
37284,2005-02-21T15:35:18+0000,60.1365,-139.3113,1.0,4.3,Mw,94 km NNE of Yakutat
37331,2005-02-27T20:46:32+0000,48.0315,-128.975,10.0,4.1,Mw,257 km WSW of Tofino
37339,2005-02-28T12:49:21+0000,47.9597,-129.0443,10.0,5.0,Mw,265 km WSW of Tofino
37342,2005-02-28T13:23:45+0000,47.9784,-128.9618,10.0,4.8,Mw,259 km WSW of Tofino
37344,2005-02-28T13:50:22+0000,47.9914,-128.966,10.0,5.0,Mw,258 km WSW of Tofino
37362,2005-03-01T00:32:21+0000,47.9611,-129.097,10.0,5.2,Mw,Northern Juan de Fuca ridge.
37369,2005-03-01T16:08:27+0000,47.9529,-129.029,10.0,4.8,Mw,Northern Juan de Fuca ridge.
37373,2005-03-01T21:34:26+0000,47.9802,-129.0258,10.0,5.1,Mw,Northern Juan de Fuca ridge.
37416,2005-03-06T06:17:49+0000,47.7528,-69.7321,13.3,5.4,MN,CHARLEVOIX SEISMIC ZONE
37451,2005-03-06T13:01:28+0000,48.7334,-129.0689,10.0,5.0,Mw,235 km W   of Tofino
37477,2005-03-08T23:20:52+0000,48.2866,-128.9216,10.0,4.3,Mw,Northern Juan de Fuca ridge.
37494,2005-03-11T15:28:21+0000,50.3108,-128.7221,26.2,4.8,Mw,102 km WSW of Pt. Hardy
37548,2005-03-15T10:35:19+0000,50.7247,-130.5313,10.0,4.4,Mw,219 km W   of Pt. Hardy
37568,2005-03-16T23:49:06+0000,48.7311,-128.6598,10.0,4.5,Mw,West of Vancouver Island
37650,2005-03-26T16:50:50+0000,78.7125,-93.9291,18.0,4.0,MN,209 km E  from Isachsen
37676,2005-03-30T15:43:12+0000,69.0852,-52.7237,18.0,4.0,ML,West coast of Greenland Foreshock
37677,2005-03-30T15:46:50+0000,69.1359,-53.8237,18.0,4.7,ML,Western coast of Greenland
37859,2005-04-23T07:08:45+0000,49.999,-130.0549,10.0,4.7,Mw,202 km WSW of Pt. Hardy
37903,2005-04-30T04:26:02+0000,65.6148,-137.0196,20.0,4.5,Mw,Wernecke Mountains
37914,2005-05-01T08:33:26+0000,49.2467,-127.8513,10.0,4.0,Mw,135 km WSW of Gold R.
37940,2005-05-04T09:04:05+0000,65.4485,-134.0977,1.0,4.1,ML,Wernecke Mountains
38013,2005-05-11T16:39:30+0000,50.5474,-130.392,10.0,4.2,Mw,210 km W   of Pt. Hardy
38130,2005-05-28T06:53:33+0000,71.2145,-136.2948,35.0,4.1,ML,Beaufort Sea.
38190,2005-06-01T18:29:39+0000,51.6828,-130.7789,20.0,4.2,Mw,188 km SSE of Sandspit
38259,2005-06-07T22:50:53+0000,49.4792,-127.2383,33.1,4.1,Mw,85 km W   of Gold R.
38269,2005-06-08T21:34:06+0000,51.6324,-130.9563,20.0,4.5,Mw,189 km SSE of Sandspit
38279,2005-06-09T14:00:46+0000,51.4484,-131.2664,20.0,5.9,Mw,204 km SSE of Sandspit
38414,2005-06-22T09:08:03+0000,50.4634,-130.2076,10.0,4.1,Mw,198 km W   of Pt. Hardy
38573,2005-07-13T01:19:41+0000,59.5937,-138.4923,10.0,4.0,ML,65 km ENE of Yakutat
38603,2005-07-15T19:18:29+0000,60.6674,-60.15,18.0,4.3,ML,LABRADOR SEA SEISMIC ZONE.
38677,2005-07-25T10:12:31+0000,61.0212,-58.8935,18.0,4.6,ML,LABRADOR SEA SEISMIC ZONE.
38678,2005-07-25T10:54:58+0000,50.4836,-130.2506,10.0,4.6,Mw,201 km W   of Pt. Hardy
38861,2005-08-22T16:09:00+0000,65.9935,-135.1007,20.0,4.1,Mw,163 km SSW of Fort McPherson
38901,2005-08-28T20:23:50+0000,49.2133,-129.6009,10.0,4.0,Mw,West of Vancouver Island
38912,2005-08-30T04:24:05+0000,63.167,-143.1703,1.0,4.9,ML,Eastern Alaska.
39141,2005-09-24T07:54:53+0000,64.5106,-134.4626,1.0,5.1,Mw,244 km E   of Dawson
39157,2005-09-25T17:39:13+0000,48.0141,-128.5325,10.0,4.3,Mw,West of Vancouver Island
39231,2005-10-01T22:16:33+0000,60.6902,-142.5056,10.0,4.2,ML,Chugach Mountains
39334,2005-10-15T16:08:31+0000,50.5457,-130.418,10.0,4.2,Mw,West of Vancouver Island
39357,2005-10-19T00:04:39+0000,51.1005,-130.8643,10.0,4.2,Mw,West of Vancouver Island
39364,2005-10-19T08:54:06+0000,49.122,-129.665,10.0,4.0,Mw,West of Vancouver Island
39372,2005-10-20T15:27:46+0000,47.4023,-128.9782,10.0,4.5,Mw,Northern Juan de Fuca ridge.
39378,2005-10-20T21:16:28+0000,44.6766,-80.4821,11.0,4.3,MN,Felt in Owen Sound
39383,2005-10-21T02:16:14+0000,64.5184,-134.4402,1.0,4.0,Mw,245 km E   of Dawson
39567,2005-11-16T14:07:38+0000,49.8691,-130.1426,10.0,4.9,Mw,214 km WSW of Pt. Hardy
39585,2005-11-19T12:40:01+0000,48.4413,-128.9483,10.0,5.4,Mw,235 km WSW of Tofino
39637,2005-11-23T20:53:15+0000,48.8542,-122.1464,1.0,4.4,Mw,Near Deming
39660,2005-11-24T22:35:38+0000,48.6173,-128.9127,10.0,4.1,Mw,West of Vancouver Island
39942,2005-12-24T23:49:25+0000,72.0128,-148.777,35.0,5.0,ML,Beaufort Sea.
39949,2005-12-26T03:03:15+0000,66.7692,-130.2787,10.0,4.1,ML,North of Mackenzie Mountains
39950,2005-12-26T04:00:08+0000,66.6765,-130.3478,15.0,4.1,ML,North of Mackenzie Mountains
39960,2005-12-28T10:40:16+0000,53.8275,-131.4501,20.0,4.0,ML,50 km ESE of Masset
39981,2005-12-29T20:57:47+0000,58.6311,-137.1758,10.0,4.3,ML,Glacier Bay
39989,2005-12-31T03:44:50+0000,48.2573,-129.0202,10.0,4.0,Mw,Northern Juan de Fuca ridge.
39992,2005-12-31T10:48:58+0000,62.2892,-125.6476,1.0,4.0,Mw,236 km W   of Fort Simpson
40053,2006-01-09T15:35:39+0000,45.0296,-73.9025,12.5,4.2,MN,13 km SE of Ormstown
40093,2006-01-14T13:26:40+0000,72.2662,-129.9568,35.0,4.3,MLSn,Beaufort Sea.
40224,2006-02-01T06:10:26+0000,49.818,-129.9159,10.0,4.0,Mw,West of Vancouver Island
40261,2006-02-05T08:16:59+0000,66.4337,-142.3388,10.0,5.6,ML,297 km NW  of Dawson
40266,2006-02-05T16:43:32+0000,66.3976,-142.2696,1.0,5.4,ML,292 km NW  of Dawson
40274,2006-02-06T01:03:35+0000,49.5668,-127.6545,10.0,4.6,Mw,112 km W   of Gold R.
40278,2006-02-06T08:43:35+0000,66.2823,-142.0951,1.0,4.2,Mw,Eastern Alaska.
40280,2006-02-06T10:34:27+0000,66.2884,-141.8359,5.0,4.0,ML,Eastern Alaska.
40289,2006-02-07T09:09:26+0000,66.256,-142.021,1.0,4.3,Mw,Eastern Alaska.
40293,2006-02-07T11:09:05+0000,66.3087,-142.161,5.0,4.2,ML,Eastern Alaska.
40308,2006-02-08T12:44:04+0000,65.2379,-133.4053,5.0,4.2,Mw,Mackenzie Mountains
40351,2006-02-13T12:43:49+0000,51.214,-130.9088,10.0,4.3,Mw,219 km WSW of Bella Bella
40372,2006-02-16T00:32:34+0000,69.4275,-53.3519,18.0,4.0,ML,Greenland west coast.
40383,2006-02-16T12:28:32+0000,66.933,-135.8283,1.0,4.2,Mw,Northern Yukon - N.W.T. border.
40405,2006-02-18T13:01:35+0000,66.3221,-142.0647,5.0,4.4,Mw,Eastern Alaska.
40423,2006-02-20T01:40:02+0000,69.6416,-145.3327,1.0,4.9,ML,Brooks Range
40442,2006-02-21T23:15:00+0000,66.2222,-142.1428,1.0,4.4,Mw,Eastern Alaska.
40471,2006-02-25T01:39:22+0000,45.6522,-75.2296,20.0,4.5,MN,6 km N from Thurso
40543,2006-03-05T10:42:14+0000,64.9444,-129.0682,5.0,5.7,Mw,117 km W   of Norman Wells
40588,2006-03-12T04:29:03+0000,69.6729,-145.1611,1.0,4.2,ML,137 km SE of Prudhoe Bay
40608,2006-03-14T07:54:11+0000,66.288,-141.6833,5.0,4.1,ML,269 km NW of Dawson
40609,2006-03-14T07:56:40+0000,66.2314,-141.6283,1.0,4.4,ML,262 km NW of Dawson
40621,2006-03-15T21:53:45+0000,48.8055,-128.6372,10.0,4.1,Mw,202 km SW of Tofino
40624,2006-03-15T22:55:44+0000,48.797,-128.6555,10.0,4.5,Mw,203 km SW of Tofino
40656,2006-03-20T18:40:57+0000,65.4305,-141.9872,1.0,4.4,ML,195 km NW of Dawson
40672,2006-03-22T17:24:33+0000,48.7701,-115.1933,10.0,4.3,Mw,91 km SE of Cranbrook
40675,2006-03-22T22:16:12+0000,60.0546,-77.2522,18.0,4.1,MN,Puvirnituq
40736,2006-03-29T03:37:05+0000,66.2923,-142.2291,5.0,4.5,Mw,280 km NW of Dawson
40787,2006-04-02T09:46:39+0000,50.5238,-130.2989,10.0,4.3,Mw,204 km W   of Pt. Hardy
40840,2006-04-07T08:31:41+0000,47.3792,-70.4625,24.5,4.1,MN,CHARLEVOIX SEISMIC ZONE
40901,2006-04-13T15:39:52+0000,50.5549,-130.3635,10.0,4.1,Mw,208 km W   of Pt. Hardy
40926,2006-04-15T20:43:57+0000,64.9367,-133.5785,1.0,4.3,ML,281 km SE of Ft. McPherson
40954,2006-04-19T18:16:03+0000,48.7113,-128.3782,10.0,4.3,Mw,186 km SW of Tofino
40971,2006-04-21T21:58:18+0000,48.6024,-128.7417,10.0,4.0,Mw,215 km SW of Tofino
40989,2006-04-23T15:40:54+0000,61.8554,-124.1336,1.0,4.3,Mw,151 km W   of Fort Simpson
40993,2006-04-24T01:25:12+0000,48.9326,-129.0047,10.0,4.3,Mw,226 km SW of Gold R.
41199,2006-05-15T00:24:42+0000,71.4269,-70.6717,18.0,4.5,MN,131 km NW from Clyde River
41334,2006-05-31T01:33:19+0000,50.6428,-130.4842,10.0,4.1,Mw,216 km W   of Pt. Hardy
41364,2006-06-02T02:03:35+0000,50.5587,-130.3085,10.0,4.3,Mw,204 km W   of Pt. Hardy
41393,2006-06-04T08:56:30+0000,50.6585,-130.46,10.0,5.2,Mw,214 km W   of Pt. Hardy
41551,2006-06-20T10:02:03+0000,51.3243,-130.8999,10.0,5.8,Mw,212 km WSW of Bella Bella
41563,2006-06-20T11:52:23+0000,51.2685,-130.9368,10.0,4.0,ML,217 km WSW of Bella Bella
41599,2006-06-22T03:51:40+0000,50.9712,-130.75,10.0,4.0,Mw,224 km WSW of Bella Bella
41649,2006-06-27T23:21:42+0000,48.5535,-128.7821,10.0,4.0,Mw,220 km SW of Tofino
41651,2006-06-28T01:08:54+0000,48.5109,-128.8167,10.0,4.0,Mw,224 km SW of Tofino
41707,2006-07-04T20:37:02+0000,48.3282,-123.2044,46.2,4.0,Mw,16 km ESE of Victoria
41790,2006-07-14T09:34:47+0000,46.8523,-68.6485,5.0,4.0,MN,Maine
41978,2006-08-02T15:21:48+0000,68.2139,-58.5872,18.0,4.2,ML,Davis Strait.
41981,2006-08-02T21:15:35+0000,50.4526,-130.3088,10.0,4.6,Mw,206 km W   of Pt. Hardy
42135,2006-08-19T04:20:03+0000,72.1342,-131.1143,35.0,4.3,MLSn,201 km NW of Sachs Harbour
42165,2006-08-22T03:55:17+0000,58.0151,-138.1446,10.0,4.1,Mw,161 km SE  of Yakutat
42202,2006-08-25T15:45:42+0000,59.1042,-137.7834,5.0,4.1,Mw,99 km E   of Yakutat
42206,2006-08-26T00:50:06+0000,66.3354,-141.9884,5.0,4.2,ML,280 km NW of Dawson
42208,2006-08-26T03:39:30+0000,48.8647,-129.2905,10.0,4.1,Mw,244 km SW of Pt. Hardy
42217,2006-08-27T02:58:22+0000,66.3403,-142.1396,5.0,4.5,Mw,283 km NW of Dawson
42218,2006-08-27T03:20:05+0000,66.2981,-142.1613,1.0,4.5,Mw,280 km NW of Dawson
42281,2006-09-01T23:44:52+0000,66.309,-141.9331,5.0,4.6,Mw,276 km NW of Dawson
42383,2006-09-06T10:59:21+0000,64.9475,-133.5207,1.0,4.2,Mw,280 km SE of Ft. McPherson
42427,2006-09-10T11:14:40+0000,49.8565,-130.0865,10.0,5.2,Mw,211 km WSW of Pt. Hardy
42496,2006-09-17T13:16:05+0000,51.1161,-130.9284,10.0,4.3,Mw,225 km WSW of Bella Bella
42497,2006-09-17T13:36:27+0000,51.045,-130.8576,10.0,4.1,Mw,225 km WSW of Bella Bella
42500,2006-09-18T06:13:20+0000,66.6211,-135.5688,20.0,4.0,ML,103 km SW of Ft. McPherson
42611,2006-09-28T01:53:33+0000,50.4424,-130.2202,10.0,4.7,Mw,200 km W   of Pt. Hardy
42612,2006-09-28T02:15:44+0000,50.433,-130.2701,10.0,4.6,Mw,203 km W   of Pt. Hardy
42616,2006-09-28T03:36:09+0000,50.4209,-130.2537,10.0,4.4,Mw,202 km W   of Pt. Hardy
42619,2006-09-28T11:29:08+0000,50.9927,-130.5989,10.0,4.0,Mw,214 km WSW of Bella Bella
42651,2006-09-30T22:41:14+0000,60.0637,-55.6637,18.0,4.8,ML,Labrador Sea.
42681,2006-10-02T12:54:29+0000,48.9464,-129.133,10.0,4.2,Mw,230 km SW of Pt. Hardy
42683,2006-10-02T13:32:26+0000,48.9851,-129.2649,10.0,4.0,Mw,232 km SW of Pt. Hardy
42688,2006-10-03T00:07:37+0000,44.3191,-68.1476,5.0,4.3,MN,Maine
42990,2006-10-28T22:18:01+0000,63.2006,-144.4911,5.0,4.2,Mw,240 km SE of Fairbanks
43033,2006-11-01T20:48:31+0000,70.0743,-144.6905,5.0,4.4,ML,139 km SE of Prudhoe Bay
43128,2006-11-11T23:03:50+0000,78.7031,-137.4814,18.0,4.6,ML,Arctic Ocean
43129,2006-11-12T00:06:49+0000,78.7799,-137.9214,18.0,4.5,ML,Arctic Ocean
43130,2006-11-12T02:00:18+0000,78.6895,-137.5329,18.0,5.5,ML,Arctic Ocean
43151,2006-11-14T17:58:14+0000,65.8212,-139.592,14.1,4.1,Mw,196 km NW of Dawson
43175,2006-11-18T10:57:28+0000,71.7211,-72.2562,18.0,4.9,MN,187 km NW from Clyde River
43257,2006-11-28T14:41:28+0000,62.2703,-141.6736,1.0,4.0,Mw,229 km SW of Dawson
43276,2006-11-30T10:28:36+0000,65.7891,-90.3166,12.0,4.3,MN,Wager Bay region
43341,2006-12-07T04:44:59+0000,49.5126,-81.5332,16.0,4.2,MN,62 km NW from Cochrane
43471,2006-12-21T22:56:45+0000,50.5695,-130.3997,10.0,4.6,Mw,211 km SW of Pt. Hardy
43556,2007-01-03T06:20:28+0000,80.4188,-111.24,18.0,4.7,ML,Offshore Queen Elizabeth Islands
43600,2007-01-09T15:49:35+0000,59.3717,-136.8723,20.0,6.0,ML,97 km W   of Haines
44127,2007-03-05T18:06:23+0000,58.8132,-134.4448,1.0,4.3,ML,55 km ESE of Haines
44156,2007-03-10T06:11:52+0000,65.2927,-139.0652,1.0,4.0,ML,138 km NNE of Dawson
44236,2007-03-18T20:44:19+0000,41.7425,-55.5088,18.0,4.2,ML,Atlantic Ocean
44254,2007-03-21T05:19:17+0000,48.8003,-128.7177,10.0,4.7,Mw,208 km W   of Tofino
44275,2007-03-23T03:49:05+0000,48.9718,-128.8418,10.0,4.6,Mw,214 km WSW of Gold R.
44440,2007-04-07T23:33:23+0000,62.6706,-125.4177,1.0,4.2,ML,238 km WNW of Fort Simpson
44476,2007-04-10T16:34:24+0000,69.6801,-144.3786,5.0,4.4,ML,163 km E   of Prudhoe Bay
44605,2007-04-20T08:09:50+0000,41.1964,-55.2096,18.0,4.1,ML,Atlantic Ocean
44630,2007-04-22T16:28:56+0000,69.7262,-144.6615,1.0,4.0,ML,151 km E   of Prudhoe Bay
44643,2007-04-24T02:06:54+0000,49.994,-130.1657,10.0,4.0,Mw,210 km WSW of Pt. Hardy
44676,2007-04-28T05:20:30+0000,69.8624,-145.007,15.0,5.0,ML,133 km E   of Prudhoe Bay
44679,2007-04-28T19:29:41+0000,53.8937,-133.6437,20.0,4.7,ML,98 km W   of Masset
44731,2007-05-04T19:12:43+0000,62.9467,-66.1422,18.0,4.3,MN,150 km SE from Iqaluit
44733,2007-05-05T06:15:40+0000,50.5462,-130.3804,10.0,4.8,Mw,209 km W   of Pt. Hardy
44844,2007-05-17T09:13:59+0000,77.5449,-105.8223,18.0,4.3,MN,148 km S  from Isachsen
44881,2007-05-21T09:05:18+0000,59.1558,-136.7769,1.0,4.5,ML,88 km W   of Haines
44926,2007-05-24T19:27:57+0000,63.6906,-147.3959,1.0,4.1,ML,128 km SSE of Fairbanks
44937,2007-05-25T18:24:07+0000,48.9459,-129.4458,10.0,4.1,Mw,243 km SW  of Pt. Hardy
45066,2007-06-09T13:09:02+0000,51.0199,-130.3614,10.0,4.2,Mw,199 km WSW of Bella Bella
45082,2007-06-10T18:06:07+0000,66.2946,-142.3367,10.0,4.4,Mw,283 km NW  of Dawson
45219,2007-06-23T22:19:59+0000,64.6844,-134.8569,1.0,4.3,Mw,230 km E   of Dawson
45337,2007-07-04T17:49:14+0000,58.7166,-141.2871,10.0,4.9,ML,121 km WSW of Yakutat
45372,2007-07-08T13:45:50+0000,68.3775,-124.475,1.0,4.1,Mw,354 km NE  of Norman Wells
45395,2007-07-11T06:45:07+0000,50.4994,-130.2804,10.0,4.1,Mw,203 km W   of Pt. Hardy
45407,2007-07-12T20:35:21+0000,65.2501,-130.7056,1.0,4.1,ML,185 km W   of Norman Wells
45440,2007-07-15T19:01:48+0000,53.8595,-131.6862,27.3,4.3,Mw,35 km ESE of Masset
45449,2007-07-16T22:36:57+0000,65.1575,-86.9946,3.5,4.1,MN,Wager Bay region
45558,2007-07-25T00:58:02+0000,60.4225,-142.0079,10.0,4.3,ML,188 km WNW of Yakutat
45642,2007-08-02T08:48:45+0000,69.5952,-143.651,35.0,4.2,ML,193 km E   of Prudhoe Bay
45927,2007-08-25T22:45:20+0000,50.5576,-130.442,10.0,4.2,Mw,214 km W   of Pt. Hardy
46071,2007-09-09T21:08:04+0000,80.6317,-116.7919,18.0,4.9,ML,Arctic Ocean.
46146,2007-09-19T11:22:27+0000,61.4108,-145.4587,1.0,4.5,Mb,56 km ENE of Valdez
46237,2007-10-01T16:42:08+0000,47.0556,-76.8778,17.0,4.0,MN,102 km NW from Maniwaki
46249,2007-10-02T20:30:13+0000,50.5569,-130.4219,10.0,4.3,Mw,212 km W   of Pt. Hardy
46303,2007-10-07T05:40:46+0000,49.9629,-130.0278,10.0,4.0,Mw,202 km WSW of Pt. Hardy
46960,2007-10-29T11:26:12+0000,50.4224,-130.3467,10.0,4.0,Mw,209 km W   of Pt. Hardy
47220,2007-11-03T15:35:31+0000,66.3262,-135.4813,20.0,4.7,Mw,132 km SW  of Fort McPherson
47505,2007-11-28T12:58:18+0000,66.1853,-135.546,20.0,4.1,Mw,148 km SW  of Fort McPherson
47525,2007-11-29T22:27:44+0000,66.3745,-142.0672,10.0,4.8,Mw,285 km NW  of Dawson
47547,2007-12-01T09:13:27+0000,57.6041,-142.6036,10.0,4.5,Mw,260 km WSW of Yakutat
47573,2007-12-04T08:21:20+0000,49.1309,-129.9713,10.0,4.2,Mw,253 km WSW of Pt. Hardy
47655,2007-12-12T23:39:58+0000,52.0507,-131.9911,20.0,5.6,Mw,134 km S   of Sandspit
47714,2007-12-15T22:45:41+0000,66.2065,-141.7948,5.0,4.0,Mw,263 km NW  of Dawson
47881,2008-01-03T13:53:09+0000,66.3011,-142.7052,5.0,4.0,Mw,282 km ENE of Fairbanks
47895,2008-01-05T10:39:09+0000,50.9758,-130.9281,10.0,5.7,Mw,234 km WSW of Bella Bella
47896,2008-01-05T10:44:52+0000,51.0802,-131.0568,10.0,4.4,Mw,235 km WSW of Bella Bella
47897,2008-01-05T10:47:47+0000,51.0282,-130.9711,10.0,4.0,Mw,233 km WSW of Bella Bella
47898,2008-01-05T11:01:01+0000,51.0748,-131.0647,10.0,6.5,Mw,236 km WSW of Bella Bella
47899,2008-01-05T11:16:50+0000,51.3444,-131.2721,10.0,4.0,Mw,215 km SSE of Sandspit
47900,2008-01-05T11:23:53+0000,51.2889,-131.4374,10.0,4.1,Mw,219 km S   of Sandspit
47901,2008-01-05T11:41:19+0000,51.2495,-131.446,10.0,4.4,Mw,224 km S   of Sandspit
47902,2008-01-05T11:44:44+0000,50.8283,-130.9822,10.0,6.4,Mw,247 km WSW of Bella Bella
47903,2008-01-05T11:50:55+0000,51.255,-131.4624,10.0,5.2,Mw,223 km S   of Sandspit
47904,2008-01-05T11:55:35+0000,51.2994,-131.4283,10.0,4.7,Mw,218 km SSE of Sandspit
47905,2008-01-05T11:57:26+0000,51.2552,-131.3673,10.0,4.6,Mw,224 km SSE of Sandspit
47906,2008-01-05T12:00:13+0000,51.2036,-131.4501,10.0,5.0,Mw,229 km S   of Sandspit
47926,2008-01-05T17:16:00+0000,51.1142,-131.0823,10.0,4.4,Mw,235 km WSW of Bella Bella
47929,2008-01-05T19:03:12+0000,51.3089,-131.3815,10.0,4.1,Mw,218 km SSE of Sandspit
47936,2008-01-05T23:01:29+0000,51.3281,-131.3291,10.0,4.0,Mw,216 km SSE of Sandspit
47940,2008-01-06T00:20:29+0000,51.3274,-131.3015,10.0,5.3,Mw,216 km SSE of Sandspit
47946,2008-01-06T03:32:54+0000,51.288,-131.3895,10.0,4.2,Mw,220 km SSE of Sandspit
47948,2008-01-06T04:52:46+0000,51.277,-131.4582,10.0,4.0,Mw,220 km S   of Sandspit
47951,2008-01-06T05:30:29+0000,51.386,-131.0347,10.0,4.0,Mw,214 km SSE of Sandspit
47981,2008-01-06T17:58:15+0000,51.277,-131.3976,10.0,4.0,Mw,221 km SSE of Sandspit
47986,2008-01-06T18:47:08+0000,51.3239,-131.2614,10.0,4.0,Mw,217 km SSE of Sandspit
47998,2008-01-06T22:35:57+0000,51.3387,-131.1972,10.0,4.0,Mw,216 km SSE of Sandspit
47999,2008-01-06T22:36:34+0000,51.3568,-131.2857,10.0,4.0,Mw,213 km SSE of Sandspit
48049,2008-01-09T00:20:25+0000,51.2444,-131.4491,10.0,4.0,Mw,224 km S   of Sandspit
48056,2008-01-09T14:39:57+0000,51.4983,-131.3246,10.0,5.9,Mw,197 km SSE of Sandspit
48057,2008-01-09T14:46:26+0000,51.5488,-131.1875,10.0,4.7,Mw,194 km SSE of Sandspit
48146,2008-01-17T19:46:41+0000,68.1432,-136.6047,10.0,5.0,Mw,120 km WNW of Fort McPherson
48242,2008-01-25T22:20:09+0000,74.6362,-94.4801,18.0,4.6,MN,18 km E from Resolute
48272,2008-01-28T03:13:02+0000,67.9427,-136.3483,20.0,4.0,ML,98 km WNW of Fort McPherson
48292,2008-01-30T10:07:06+0000,62.3358,-137.131,10.0,4.3,Mw,177 km NNE of Haines Jct.
48362,2008-02-07T09:51:37+0000,64.7981,-87.0077,14.5,4.4,MN,Wager Bay region
48371,2008-02-07T22:57:18+0000,64.8247,-87.0405,11.0,4.6,MN,Wager Bay region
48416,2008-02-11T10:12:04+0000,57.3998,-125.5468,1.0,4.1,ML,229 km WSW of Fort Nelson
48442,2008-02-14T19:46:20+0000,74.3566,-94.5296,18.0,4.6,MN,40 km S from Resolute
48486,2008-02-19T23:03:21+0000,74.8511,-72.346,18.0,4.4,ML,BAFFIN BAY SEISMIC ZONE.
49030,2008-04-08T02:45:15+0000,66.2395,-135.3386,20.0,4.3,ML,139 km SW  of Fort McPherson
49089,2008-04-14T07:50:47+0000,49.0966,-129.1637,10.0,4.5,Mw,218 km SW  of Pt. Hardy
49242,2008-04-27T21:17:59+0000,48.6849,-128.8882,10.0,5.1,Mw,223 km W   of Tofino
